service,function
getBillInfo,common_iptv_bill_infobl
getInhouseGuest,common_get_reservation_listbl
getInhouseGuestByRoom,common_get_reservation_listbyroombl
getOutletList,common_load_outletbl
getRestaurantArticles,common_load_h_artikel1bl
postItem,common_ts_post_menubl
postPayment,common_ts_post_paymentbl
postOrder,common_ts_post_orderbl
getOutletArticles,common_load_restaurant_artikelbl
getTables,common_load_tablesbl
viewOrderList,common_load_orderlistbl
